原文,訳文
pole （10 feet）,棒（10フィート）
Adventures and Encounters,冒険と遭遇
Adventuring Day,冒険の一日
The Adventuring Day,冒険の一日
Adventuring Day XP,冒険の一日あたりの経験点
XP per Adventuring Day per Player Character,冒険の一日におけるPC1人あたりの経験点
Adventure Synopsis,冒険の概要
Overview,冒険の概要
Adventure Log,冒険の記録
Downtime,冒険の合間
Downtime Activities,冒険の合間の活動
Downtime Activity,冒険の合間の活動
Example Downtime Activities,冒険の合間の活動の例
Adventure Start,冒険の始まり
Start,冒険の始まり
Starting the Adventure,冒険の始まり
Adventure Hook,冒険の導入
Adventure Hooks,冒険の導入
Background,冒険の背景
Adventure Site,冒険の舞台
ADVENTURER'S GUILD,冒険者ギルド
Adventurers' Guild,冒険者ギルド
Adventurers and Organizations,冒険者と組織
Adventurer NPCs,冒険者のNPC
Adventuring Gear,冒険用装備
desecrated place,冒涜された場所
Blasphemious Word,冒涜の言葉
Desecrated Ground,冒涜の地
Spindle Street,紡錘大通り
bloatbug,膨れ虫
End of the Line,防衛線端
Defense,防衛力
cold weather gear,防寒装備
armor,防具
Getting Into and Out of Armor,防具の着脱
Enhanced Defense,防具強化
armor proficiency,防具習熟
Defence,防御
Abjuration,防御術
Abjuration Savant,防御術の専門家
School of Abjuration,防御術系統
abjurer,防御術士
Defensive Challenge Rating,防御的脅威度
Shield,防護
Aura of Protection,防護のオーラ
Protector,防護機
Wall,防壁
Barrier Peaks,防壁山脈
Bulwark,防壁戦士
Projected Ward,防壁展開
Howling Gyre,吠え叫ぶ渦
Wailing Winds,吠え叫ぶ風
Stuff-Stuff,頬ばり競争
Northshield House,北の盾亭
Norse Deities,北欧の神々
The Norse Pantheon,北欧パンテオン
North Vigil,北監視所
North Bank,北岸
Reach,北岸
North Ward,北区
Northern Fist School,北拳門
Northyard,北広場
Master of the North Towers,北塔監督
Clench of the North Wind,北風金縛り
The North,北方
Witch-Queen of the North,北方の魔女王
Northkingdom,北方王国
Northern Means,北方街道
North Gate,北門
Ink Cloud,墨吐き
After the Fall,没落のあと
"Books, Scrolls, and Tomes",本、巻物、書物
Keeper of Tomes,本の守り手
Book Wyrm's Treasure,本の長虫の宝物
Home Base,本拠地
Create a Local Region,本拠地の近辺を作る
Create a Home Base,本拠地を作る
Running the Adventures,本作の使い方
Using This Book,本書の使いかた
How to Use This Book,本書の使い方
Using This Book,本書の用法
Book Street,本大通り
Instinctive Attack,本能的攻撃
True Giant,本物の巨人族
Outside the City Proper,本来の市の外
fang,翻啄
Mobile Flourish,翻弄の美技
Key,凡例
Infuse Item,魔具化
Infusion,魔具化式
Hex Warrior,魔剣の戦士
Magocracy,魔導制
Eldritch Cannon,魔導砲
Fortified Position,魔導砲台
magelord,魔道卿
mage,魔道士
Mage Sigils,魔道士の印形
Fiendish Blessing,魔物の祝福
Fiendish Vigor,魔物の生命力
Statue,魔物の像
Fiendish Resilience,魔物の抵抗力
Fiendish Arena,魔物の闘技場
Fiendish Charm,魔物の魅了
Magic: Gods' Gift to Dwarves,魔法：神々からドワーフへの贈物
Alterations to Magic,魔法に加わる変更
Limited Magic Immunity,魔法に対する限定的完全耐性
Restrictions on Magic,魔法に対する制限
magic item,魔法のアイテム
Magic Items,魔法のアイテム
Magic Items A-Z,魔法のアイテム（五十音順）
Magic Items by Tier,魔法のアイテムとゲーム・プレイの段階
Magic Item Rarity,魔法のアイテムのレアリティ
Magic Item Power by Rarity,魔法のアイテムのレアリティと強さ
Magic Item Descriptions,魔法のアイテムの解説
Magic Item Resilience,魔法のアイテムの頑丈さ
Activating an Item,魔法のアイテムの起動
Magic Item Ingredients,魔法のアイテムの原材料
Buying a Magic Item,魔法のアイテムの購入
Crafting a Magic Item,魔法のアイテムの作成
Magic Item Crafting Time and Cost,魔法のアイテムの作成に必要な時間と費用
Using a Magic Item,魔法のアイテムの使いかた
Creating a Magic Item,魔法のアイテムの自作
Identifying a Magic Item,魔法のアイテムの識別
Magic Item Formulas,魔法のアイテムの製法
Magic Item Savant,魔法のアイテムの碩学￥￥るび：せきがく￥
Magic Item Master,魔法のアイテムの達人
Magic Item Offer,魔法のアイテムの買値
Selling a Magic Item,魔法のアイテムの売却
Selling a Magic Item,魔法のアイテムの売却
Selling Magic Items,魔法のアイテムの売却
Magic Item Sale Complications,魔法のアイテムの売却の障害
Buying and Selling,魔法のアイテムの売買
Magic Item Categories,魔法のアイテムの分類
Magic Item Adept,魔法のアイテムの名匠
Awarding Magic Items,魔法のアイテムの与え方
Magic Item Base Prices,魔法のアイテム基本価格
Replicate Magic Item,魔法のアイテム模造
Magic Gates,魔法のゲート
Magical Feast,魔法のごちそう
penetrates magical darkness,魔法の暗闇も見通せる
The Wonders of Magic,魔法の驚異
Schools of Magic,魔法の系統と学校
Magical Tinkering,魔法の小発明
Magic Staff,魔法の杖
Magic Unarmed Strikes,魔法の素手打撃
Master of Magic,魔法の達人
Master of Magic,魔法の長
Magical Secrets,魔法の秘密
Additional Magical Secrets,魔法の秘密追加
Magic Weapon(s),魔法の武器
Magic Fountain,魔法の噴水
Magic Fountain Effects,魔法の噴水の効果
Magic Arrow,魔法の矢
Magic Club,魔法の棍棒
Magic trap,魔法の罠
Spellguard,魔法衛士隊
Sense Magic,魔法感知
magical effect,魔法効果
Wizard's Mouth,魔法使いの口
Mage Furnishings,魔法使いの調度品
Magic-User's Nemesis,魔法使い殺し
The Mystic Market,魔法市場
End Magic,魔法終焉
Sorcerous Sundries,魔法小間物屋
low magic campaign,魔法少なめのキャンペーン
War Magic,魔法戦士
War Magic,魔法戦士
Eldritch Strike,魔法戦士の武技
Magical device trap,魔法装置の罠
Use Magic Device,魔法装置使用
high magic campaign,魔法多めのキャンペーン
Magical Strike,魔法打撃
Spellsmith,魔法鍛冶屋
Bolt,魔法弾
Magic Resistance,魔法抵抗
Blessing of Magic Resistance,魔法抵抗の祝福
Boon of Magic Resistance,魔法抵抗の証
nonmagical,魔法的でない／魔法ではない／魔法のものでない／魔法を伴わない／非魔法的
Magical Effects,魔法的効果
Channel Magic,魔法伝達
Magic Theft,魔法盗み
Wild Magic Surge,魔法暴走
Wild magic zone,魔法暴走区域
Dead magic zone,魔法無効区域
Antimagic Susceptibility,魔法抑止が弱点
Antimagic Cone,魔法抑止の円錐
Antimagic Shell,魔法抑止の貝殻
antimagic gaze,魔法抑止の凝視
Sorcerous Origin,魔力の起源
Sign of Sorcery,魔力の顕れ
Font of Magic,魔力の源泉
Eldritch Sight,魔力を見る目
Devour Magic Ray,魔力吸収光線
Consume Magic,魔力食らい
sorcery point,魔力点
Sorcerous Restoration,魔力点高速回復
Break Enchantment,魔力破り
Drain Magic,魔力漏出
Paralysis,麻痺
Paralysis,麻痺
Paralyze,麻痺
Paralysis Gas,麻痺ガス
Flail of Paralysis,麻痺のフレイル
Paralyzing Touch,麻痺の接触
Paralyzing Beam,麻痺ビーム
Paralyzing Breath,麻痺ブレス
Paralyzing Ray,麻痺光線
paralyzed,麻痺状態
Paralyzing Claw,麻痺爪
burial,埋葬
Library Vault,埋葬書庫
Slay,抹殺
Incinerating Beam,抹殺光線
Variety in All Things,万事に多様
Chromatic Resistance,万色の抵抗力
Citadel of Ten Thousand Pearls,万真珠城
Panacea,万能薬
He Who Would Rule,万物の支配者たるべき者
Holy Maker of All Things,万物の聖なる発明者
All-Father,万物の父
All-Seer,万物を見る者
The Accounting and Valuation of All Things,万物査定帳簿
ally,味方
"Allies, Minions, and Pets",味方、しもべ、ペット
Allies and Minions,味方と手下
allied contact,味方のコネ
Command Ally,味方への指示
Ally quandary,味方同士の問題
Futuristic Item,未来のアイテム
Charming Melody,魅了の調べ
Charm Ray,魅了光線
charmed,魅了状態
Beguiling Defenses,魅了返し
Enchanting Presence,魅惑の存在
Phalanx Formation,密集陣形
Spy,密偵
Smuggler's Sense,密輸業者のセンス
Smuggler's Run,密輸人通り
vibrant purple prism,脈動する紫色の三角柱
Finesse,妙技
democracy,民主制
Rustic Hospitality,民衆の支持
Folk Hero,民衆英雄
dormant,眠っている
Wakeful,眠らぬ眠り
He of the Unsleeping Eyes,眠らぬ目持つもの
Asleep,眠り
slumber,眠り
Sleeper's Walk,眠り人通り
Sleeping Dragon,眠れるドラゴン橋
Severed from Dreams,夢と切り離された者
Circle of Dreams,夢の円環
Age of Dreams,夢の時代
plane of dreams,夢の次元界
Devourer of Dreams,夢をむさぼり食らう者
Lady Dreaming,夢見る貴婦人
Euphoria Breath,夢見心地のブレス
Dream Eater,夢食い
dreamlily,夢百合
Walker in Dreams,夢歩き
Dreamwalker's Charm,夢歩きの魅了
dream nullifier,夢妨害装置
Indefinite Madness,無期限の狂気
Infinite Depths of the Abyss,無限の階層なす奈落界アビス
"The Abyss, the Infinite Layer of",無限の階層なす奈落界アビス
Infinite Staircase,無限階段
The Endless Maze,無限迷宮
Mirt the Merciless,無慈悲なマート
Ruthless Raiders,無慈悲な襲撃者
Cruel Hindrance,無慈悲な妨害
"Limbo, the Ever-Changing Chaos of",無常なる混沌の忘却界リンボ
clear spindle,無色透明な紡錘形
Immeasurable Market,無尽蔵市場
Bites,無数の口の噛みつき
unchained,無制限
Not Worth the Effort,無駄骨折り
Ignorance Alley,無知通り
Invincible Tyrant,無敵の暴君
dreadnoughts,無敵巨人
Purity of Body,無病身
the Faceless Lord,無貌の王
squeeze,無理矢理入り込む
disarm,無力化
incapacitated,無力状態
Peerless Skill,無類の腕前
mao,矛
mau,矛
Far from the Misty Hills,霧ヶ丘を離れて
Lady of the Mists,霧の貴婦人
Mist Stance,霧の構え
Mist Gate,霧の門
Misty Escape,霧隠れ
Mistshadow,霧影
mist form,霧形態
Misty Form,霧状の体
Misty Forest,霧森
Boon of Dimensional Travel,霧渡りの証
Mistshore,霧浜地区
Underworld,冥界
The Nameless One,名を持たぬ者
Sites and Ruins,名所と廃墟
High Artificer,名匠
the unnamed Queen of Chaos,名状しがたき“混沌の女王”
Renown,名声点
Benefits of Renown,名声点による利益
Gaining Renown,名声点の獲得
Tracking Renown,名声点の記録
Losing Renown,名声点の減少
Gaining Renown,名声点の増大
Palfrey Lane,名馬通り
noble clan,名門氏族
the Honorable Order of Moneylenders,名誉ある金融協会
Marks of Prestige,名誉のしるし
Honor quandary,名誉の問題
Reaper,命を刈り取る者
Improved Reaper,命を刈り取る者強化
Life Eater,命を喰らう者
Reaper,命刈り取る者
Enervating Focus,命削りの魔眼
Lifedrinker,命取りの剣
Deadly Rebuke,命取りの反撃
Rite of Stolen Life,命盗みの儀式
Command,命令
Exert Will,命令
Voice of Command,命令の声
highly directive patron,命令的な
Lightning,明かり
Bright Burrows,明るい巣穴
Tranquility,明鏡止水
the Insightful,明察者
Trackless Sea,迷いの海
Lost Peaks,迷いの双ツ峰
Labyrinth Winds,迷宮風
Labyrinthine Recall,迷宮暮らしの記憶力
Camouflage,迷彩
Superstitions,迷信
Maze,迷路
Maze,迷路
Maze Discoveries,迷路で見つかるもの
Fallen Dwarven Kingdoms and Their Marks,滅びたドワーフの諸王国とその印
Finger of Doom,滅びの指
Doom Hammer,滅びの鉄槌
everlasting ones,滅ぼしがたき者ども
Annihilating Aura,滅却のオーラ
Vow of Enmity,滅殺の誓言
Howling Babble,滅裂なる絶叫
Hall of Exemplary Inventions,模範的発明品の間
blanket,毛布
Fire Lance,猛火のランス
Searing Arc Strike,猛火掌
Ferocious Surge,猛攻
Assault,猛襲
Aggressive,猛進
Savage Attacks,猛打
Poisoned Tempest,猛毒大噴出
Ferocious Charger,猛突撃
Blind Artists,盲目の芸術家たち
blinded,盲目状態
Net Street,網大通り
Tree Thrall,木への隷属
Repair,木製品修理
Charcoal Palace,木炭宮
Woodcarver's tools,木彫道具
mallet,木槌
Tree Stride,木々渡り
Guardian of Groves,木立の守り手
Grove Guardians,木立の守護者たち
Exploring Opportunities,目ざとく機会をつかむ者
Blinding Breath,目つぶしのブレス
Blinding Acid,目つぶしの酸
Blinding Spittle,目つぶしの唾
Blinding Ray,目つぶし光線
Blurred Movement,目にも止まらぬ速さ
Eye Rays,目の光線
Eye Rays,目の光線連射
eyebinder,目を従える者
waking helmet,目覚ましヘルメット
Eye Gouger,目玉えぐり
Warren of Eyes,目玉の巣
Eye Tyrant,目玉の暴君
Eye Thief,目玉乗っ取り
eyescratch,目玉潰し
Blindness,目潰し
Blinding Dust,目潰す塵
goals,目的
Goals,目的
Purpose,目的
Sample Objectives,目的の例
on target,目的地に到着する
off target,目的地を外れる
Retrieve an object,目的物の回収
target number,目標値
Returning Weapon,戻ってくる武器
Boots of the Winding Path,戻り道のブーツ
Problem Solving,問題解決
College of the Herald,紋章官の学院
Herald's Holdfast,紋章記録保管所
gate,門
Gates,門
Elder Runes on Gates,門に現れるエルダー・ルーン
Gatekeeper(s),門を護る者
Gatekeeper Seal,門を護る者の封印
Gatewarden,門衛
Outer City,門外地域
Outer City Random Encounters,門外地域のランダム遭遇
Outer City Threats,門外地域の脅威
Outer City Denizens,門外地域の住民
Outer City Harmless Interactions,門外地域の無害なやりとり
Outer City Gazetteer,門外地域案内
Gates of Passage,門出の館
Monastic Tradition,門派
Monastic Traditions,門派
Monastic Orders,門派と僧院
Gate-town,門扉街
the Night Lord,夜の王
nightgliders,夜の滑空団
Night Diamond,夜の金剛石
Shard of Night,夜の欠片
Children of the Night,夜の子供たち
Night Serpent,夜の蛇
Fane of the Night Serpent,夜の蛇の寺院
Queen of the Night,夜の女王
The Mistress of the Night,夜の女主人
night blade,夜の刃
Boon of the Night Spirit,夜の精霊の証
City of Night,夜の都
the Night White Lady,夜の白き貴婦人
Nocturnal Raiders,夜を行く襲撃者
Nightshade's Caress,夜影の抱擁
Nightfang Spire,夜牙塔
Midnight Tears,夜半の涙
The Wilderness,野外
Wilderness,野外
Visibility Outdoors,野外での視界
Wilderness Survival,野外での生存
Wilderness Goals,野外での目的
Wilderness Navigation,野外で道に迷うのを防ぐ
Wilderness Chase Complications,野外のチェイスの障害
Wilderness Hazards,野外の危険要因
Wilderness Features,野外の地図を構成する要素
Mapping a Wilderness,野外の地図を作る
Beast,野獣
Speak with Beasts and Plants,野獣および植物との会話
Bestial Fury,野獣の怒り
Beast Shapes,野獣形態
